customer_id,customer_name,customer_segment,risk_rating,customer_status,account_count,open_account_count,closed_account_count,total_current_balance,average_current_balance,total_overdraft_limit,negative_balance_account_count,first_account_opened_date,latest_account_opened_date
2696,Deborah Jones,Retail,Low,Active,2,2,0,45580.88,22790.44,10000.0,0,2025-08-13,2025-11-28
2697,Kathryn Gilmore,Premium,Medium,Active,2,2,0,53662.59,26831.3,5500.0,0,2025-12-15,2025-12-29
2698,Megan Jones,Retail,Medium,Active,2,2,0,49230.69,24615.35,0.0,0,2024-10-20,2025-12-31
2699,Robert Williams,Retail,Low,Active,1,0,1,-2384.67,-2384.67,1000.0,1,2024-03-10,2024-03-10
2700,Joseph Dixon,Business,Low,Active,2,2,0,85583.52,42791.76,5000.0,0,2025-03-13,2025-06-10
2701,Shannon Lawrence,Retail,Low,Active,2,2,0,21845.68,10922.84,500.0,0,2025-01-27,2025-05-13
2702,Craig Owens,Student,Low,Active,2,1,1,28380.99,14190.5,1000.0,1,2025-06-02,2025-10-24
2703,Anthony Gonzales,Retail,Low,Active,2,2,0,13471.85,6735.93,1000.0,0,2024-12-01,2025-02-05
2704,Jonathan Marquez,Retail,Low,Active,1,1,0,18674.0,18674.0,0.0,0,2025-08-14,2025-08-14
2705,Jessica Phillips,Student,Medium,Active,1,1,0,55398.93,55398.93,1000.0,0,2025-06-06,2025-06-06
2706,Michelle Lane,Premium,High,Active,2,2,0,46660.61,23330.31,1000.0,0,2025-10-01,2025-10-20
2707,Samantha Hayes,Retail,High,Active,1,1,0,23696.84,23696.84,5000.0,0,2025-11-08,2025-11-08
2708,Ms. Margaret Alexander,Retail,High,Active,2,2,0,30370.28,15185.14,0.0,0,2023-11-22,2025-06-12
2709,Lisa Barnes,Business,Low,Active,1,1,0,-267.92,-267.92,500.0,1,2025-10-25,2025-10-25
2710,Amanda Kennedy,Premium,Low,Active,2,2,0,135559.36,67779.68,2000.0,0,2023-10-22,2025-08-08
2711,Shawn Reyes,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2712,Rebecca Montgomery,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2713,April Gray,Retail,Medium,Active,1,1,0,17596.85,17596.85,2000.0,0,2024-01-29,2024-01-29
2714,Andrew Price,Retail,Medium,Active,2,2,0,63482.84,31741.42,0.0,0,2024-04-14,2025-03-26
2715,Melinda Taylor,Retail,Low,Active,2,2,0,82903.91,41451.96,500.0,0,2023-01-30,2023-06-29
2716,Jeremy Smith,Retail,Low,Active,3,3,0,156731.27,52243.76,25000.0,0,2024-06-19,2025-09-02
2717,Thomas Bean,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2718,Amy Smith,Retail,Low,Active,4,4,0,262474.59,65618.65,60500.0,1,2024-04-03,2025-06-08
2719,Darren Miller,Retail,High,Closed,2,2,0,39450.22,19725.11,4000.0,1,2023-08-13,2025-04-21
2720,Lauren Munoz,Retail,Medium,Active,2,2,0,94126.63,47063.32,500.0,0,2025-05-26,2025-12-24
2721,Meredith Ramirez,Retail,Medium,Active,1,1,0,44662.08,44662.08,0.0,0,2024-09-19,2024-09-19
2722,Antonio Cooper,Business,High,Active,0,0,0,0.0,0.0,0.0,0,,
2723,Melissa Howard,Premium,Medium,Active,3,3,0,43640.37,14546.79,5000.0,0,2025-02-19,2025-06-17
2724,Brady Hinton,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2725,Daniel Lopez,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2726,Angela Chapman,Retail,Low,Active,1,1,0,7886.43,7886.43,10000.0,0,2024-11-19,2024-11-19
2727,Karen Craig,Retail,Very High,Inactive,2,2,0,112862.5,56431.25,51000.0,1,2024-11-23,2025-12-04
2728,Erica Parker,Retail,Low,Inactive,1,1,0,26914.09,26914.09,0.0,0,2024-11-09,2024-11-09
2729,Alexandra Warren,Business,Medium,Active,2,2,0,37490.68,18745.34,2000.0,0,2025-08-09,2025-08-11
2730,Gina Porter,Business,Low,Active,1,1,0,107884.46,107884.46,5000.0,0,2025-09-22,2025-09-22
2731,Michelle Smith,Retail,High,Active,1,1,0,51464.17,51464.17,0.0,0,2025-01-02,2025-01-02
2732,Alicia Williams,Premium,Medium,Active,2,2,0,51225.13,25612.57,1000.0,0,2023-02-04,2023-03-23
2733,Tina Camacho,Business,Low,Active,4,4,0,298498.14,74624.54,11000.0,0,2024-10-25,2025-08-04
2734,Gerald Valdez,Retail,Low,Active,1,1,0,55223.5,55223.5,2000.0,0,2025-10-20,2025-10-20
2735,Keith Bell,Retail,Medium,Active,1,1,0,31083.28,31083.28,5000.0,0,2025-08-12,2025-08-12
2736,Misty Coleman,Retail,Low,Active,2,2,0,36898.39,18449.2,2500.0,0,2025-11-11,2025-12-19
2737,Tyler Vargas,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2738,Tami Johnson,Business,High,Active,2,2,0,62413.23,31206.62,1000.0,0,2022-09-04,2024-02-15
2739,Amanda Sheppard,Retail,Low,Active,1,1,0,29653.75,29653.75,0.0,0,2025-06-10,2025-06-10
2740,Christopher Fox,Retail,High,Active,1,1,0,18772.06,18772.06,1000.0,0,2025-05-24,2025-05-24
2741,Carrie Nichols,Retail,Low,Active,1,1,0,24168.75,24168.75,5000.0,0,2023-08-11,2023-08-11
2742,William Robinson,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2743,Daniel Smith,Retail,Low,Active,1,1,0,29714.95,29714.95,5000.0,0,2025-07-19,2025-07-19
2744,Aaron Davis,Retail,Very High,Active,0,0,0,0.0,0.0,0.0,0,,
2745,Pamela Young,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2746,Stephanie Ray,Retail,Medium,Active,1,1,0,24545.26,24545.26,1000.0,0,2024-12-26,2024-12-26
2747,Jasmine Wood,Business,Very High,Active,1,1,0,16858.1,16858.1,1000.0,0,2025-07-29,2025-07-29
2748,Sonya Johnson,Premium,Low,Active,1,1,0,24729.22,24729.22,1000.0,0,2025-02-18,2025-02-18
2749,Cody Holmes,Retail,Low,Active,4,4,0,320929.17,80232.29,61000.0,2,2025-07-07,2025-11-12
2750,Brett Lewis,Retail,Low,Active,5,5,0,100911.52,20182.3,6000.0,0,2024-01-31,2025-04-20
2751,Brian Carter,Premium,Low,Inactive,3,3,0,74863.52,24954.51,500.0,0,2023-03-22,2023-07-19
2752,Elizabeth Rojas,Premium,Medium,Active,2,2,0,3697.61,1848.81,5500.0,1,2023-01-13,2025-03-09
2753,Gregory Burton,Retail,Low,Active,1,1,0,32666.88,32666.88,2000.0,0,2025-09-18,2025-09-18
2754,Zachary White,Retail,High,Active,1,1,0,38704.63,38704.63,0.0,0,2024-01-07,2024-01-07
2755,Edward Duncan,Retail,Low,Active,1,1,0,28474.46,28474.46,0.0,0,2025-03-18,2025-03-18
2756,Frank Cole,Retail,Low,Active,2,0,2,38682.5,19341.25,10000.0,0,2023-10-08,2023-10-09
2757,Kristi Wilson,Retail,High,Active,3,3,0,38477.86,12825.95,2300.0,1,2024-03-08,2024-11-19
2758,Melissa Butler,Retail,Medium,Active,1,1,0,56326.48,56326.48,5000.0,0,2025-07-13,2025-07-13
2759,Eric Forbes,Retail,Low,Active,2,2,0,60554.17,30277.09,1000.0,0,2023-06-09,2024-08-27
2760,Mary Wood,Business,Low,Active,1,1,0,51804.1,51804.1,2000.0,0,2025-09-21,2025-09-21
2761,Jordan Morris MD,Premium,Medium,Active,1,1,0,25778.18,25778.18,500.0,0,2024-08-22,2024-08-22
2762,Melissa Miller,Retail,Medium,Active,3,3,0,189136.99,63045.66,6500.0,0,2022-11-25,2024-08-30
2763,John Garner,Retail,Medium,Active,1,1,0,32671.1,32671.1,0.0,0,2025-12-30,2025-12-30
2764,Kimberly Franklin,Retail,Medium,Active,3,3,0,293789.69,97929.9,26500.0,0,2024-06-15,2025-11-13
2765,Elizabeth Rodriguez,Student,Low,Active,3,3,0,77605.79,25868.6,5000.0,1,2025-01-16,2025-09-08
2766,Benjamin Butler,Premium,Low,Active,2,2,0,71841.44,35920.72,0.0,0,2024-11-09,2025-06-14
2767,Christine Mcclain,Business,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2768,Terry Price,Premium,Low,Active,1,1,0,50616.42,50616.42,0.0,0,2024-09-21,2024-09-21
2769,Lauren Pace,Student,Low,Active,1,1,0,-3146.8,-3146.8,1000.0,1,2024-11-10,2024-11-10
2770,Francisco Solomon,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2771,Ebony Ramirez,Retail,High,Active,2,2,0,40069.65,20034.83,0.0,0,2024-11-14,2025-11-12
2772,Joseph Mullen,Retail,Low,Active,5,5,0,121062.78,24212.56,7000.0,1,2023-05-22,2025-06-09
2773,Susan Moore,Business,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2774,Kelly Morton,Retail,Low,Closed,4,4,0,74225.62,18556.41,25500.0,0,2025-03-29,2025-12-11
2775,Justin Porter,Premium,Medium,Active,4,3,1,250289.78,62572.45,51000.0,0,2023-09-23,2024-05-11
2776,Ronald Nichols Jr.,Student,Medium,Active,1,1,0,53859.69,53859.69,2000.0,0,2024-11-22,2024-11-22
2777,Teresa Ross,Premium,Medium,Active,1,1,0,2649.18,2649.18,500.0,0,2023-06-18,2023-06-18
2778,Jodi Ellis,Business,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2779,Daniel Merritt,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2780,Brian Phillips,Retail,Medium,Active,2,2,0,29841.58,14920.79,3000.0,0,2024-11-20,2025-01-24
2781,Jeremy Gonzales,Retail,Medium,Active,1,1,0,12972.86,12972.86,50000.0,0,2023-06-08,2023-06-08
2782,David Mcgrath,Retail,Low,Active,2,2,0,64216.97,32108.49,2000.0,0,2025-01-21,2025-05-26
2783,Brandy Cortez,Retail,Medium,Active,1,1,0,48540.61,48540.61,2000.0,0,2025-06-12,2025-06-12
2784,Kristina Grimes,Business,Medium,Inactive,1,1,0,148234.22,148234.22,5000.0,0,2025-04-24,2025-04-24
2785,Whitney Ruiz,Student,Low,Active,2,2,0,19219.09,9609.55,1000.0,0,2023-07-26,2024-12-10
2786,Thomas Garcia,Business,Low,Active,2,2,0,192373.32,96186.66,5000.0,0,2024-06-18,2025-08-02
2787,Deanna Beard,Retail,Low,Active,1,1,0,40230.78,40230.78,5000.0,0,2025-07-07,2025-07-07
2788,Jennifer Leon,Business,Low,Active,1,1,0,31392.53,31392.53,0.0,0,2024-10-08,2024-10-08
2789,Allison Pace,Student,Medium,Active,2,2,0,8606.85,4303.43,1000.0,1,2024-07-30,2024-12-29
2790,Andrew Vargas,Retail,Low,Active,4,4,0,185315.41,46328.85,11300.0,0,2022-11-29,2024-09-18
2791,Megan Jones,Retail,Low,Active,2,2,0,138402.7,69201.35,10000.0,0,2023-12-29,2025-04-24
2792,Angela Thomas,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2793,Paul Acosta,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2794,Derek Walsh,Retail,High,Active,2,2,0,72900.48,36450.24,500.0,0,2024-03-06,2025-10-17
2795,Jared Kelly,Student,High,Active,1,1,0,7353.86,7353.86,1000.0,0,2025-11-01,2025-11-01
2796,Richard Martin,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2797,Jonathan Duran,Retail,Medium,Active,3,3,0,100515.35,33505.12,6000.0,0,2023-10-08,2025-05-06
2798,Anna Daniels,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2799,Corey Moody,Student,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2800,Frank Solis,Retail,High,Closed,1,1,0,58536.4,58536.4,0.0,0,2025-12-11,2025-12-11
2801,Dustin Hester,Premium,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2802,John Thompson MD,Student,Low,Active,1,1,0,25767.32,25767.32,500.0,0,2023-07-27,2023-07-27
2803,James Clayton,Retail,Medium,Active,1,1,0,23067.54,23067.54,2000.0,0,2025-07-08,2025-07-08
2804,Jesse Robinson,Premium,Medium,Active,1,1,0,68478.45,68478.45,25000.0,0,2022-09-17,2022-09-17
2805,Gregory Richardson,Retail,Low,Active,2,2,0,61315.91,30657.96,2000.0,0,2024-04-03,2025-04-13
2806,Robert Williams,Retail,Medium,Active,1,1,0,3988.3,3988.3,5000.0,0,2025-11-08,2025-11-08
2807,Jennifer Harris,Business,Low,Active,1,0,1,17336.36,17336.36,2000.0,0,2023-11-17,2023-11-17
2808,Stacey Richardson,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2809,Paul Spears,Retail,Medium,Active,1,1,0,1857.11,1857.11,0.0,0,2023-09-15,2023-09-15
2810,Lauren Harrison,Retail,Low,Active,2,2,0,69657.07,34828.54,500.0,0,2024-11-02,2025-06-10
2811,Cassandra Davidson,Retail,Low,Active,4,4,0,264798.33,66199.58,10500.0,0,2025-10-15,2025-11-22
2812,Brent Daniels,Student,Medium,Active,1,1,0,1966.26,1966.26,300.0,0,2025-11-10,2025-11-10
2813,Kimberly Fleming,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2814,Mark Craig,Retail,Medium,Blocked,1,1,0,21283.31,21283.31,0.0,0,2025-11-02,2025-11-02
2815,Mary Martin,Business,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2816,Andre Cox,Premium,Low,Active,2,2,0,76502.9,38251.45,1500.0,0,2023-02-02,2023-02-26
2817,Kevin Arnold,Premium,Medium,Active,4,4,0,146003.3,36500.83,20000.0,1,2025-02-13,2025-10-01
2818,Melissa Bryant,Retail,Medium,Active,5,5,0,188169.3,37633.86,2500.0,0,2025-12-17,2025-12-28
2819,Jason Jones,Business,Medium,Active,3,3,0,268115.2,89371.73,11000.0,0,2024-10-17,2025-11-20
2820,Melanie Cook,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2821,Jill Murray,Retail,Low,Active,1,1,0,9531.22,9531.22,5000.0,0,2025-11-26,2025-11-26
2822,Adrian Maynard,Retail,Low,Inactive,1,1,0,41056.63,41056.63,0.0,0,2025-10-13,2025-10-13
2823,Theresa Castro,Premium,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2824,Ricky Brown,Retail,Low,Active,2,2,0,31208.73,15604.37,2000.0,0,2025-04-24,2025-06-22
2825,Brandon Perez,Premium,Low,Active,4,4,0,110126.54,27531.64,51000.0,0,2025-04-09,2025-12-20
2826,Sharon Hamilton,Retail,Low,Active,1,1,0,8472.82,8472.82,500.0,0,2025-02-17,2025-02-17
2827,Michael Murphy,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2828,Lisa Vasquez,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2829,Michelle Moss,Retail,High,Active,1,1,0,23836.77,23836.77,2000.0,0,2025-04-22,2025-04-22
2830,Benjamin Mccullough,Student,Low,Active,1,1,0,79147.12,79147.12,0.0,0,2025-08-04,2025-08-04
2831,Sarah Anderson,Premium,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2832,Howard Evans,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2833,Jessica Riley,Retail,Medium,Active,3,3,0,58493.61,19497.87,0.0,1,2023-12-22,2025-02-05
2834,John Wright,Retail,Very High,Active,4,4,0,194750.86,48687.72,11000.0,0,2025-07-18,2025-12-13
2835,Alejandro Baker,Retail,Medium,Active,1,1,0,43938.28,43938.28,2000.0,0,2025-08-24,2025-08-24
2836,Madeline Sutton,Premium,Low,Active,1,1,0,48265.25,48265.25,2000.0,0,2023-05-21,2023-05-21
2837,Julie Benton,Retail,Medium,Active,3,3,0,99328.91,33109.64,2000.0,0,2023-11-20,2025-12-08
2838,Joseph Booth,Retail,Low,Active,1,1,0,25148.9,25148.9,0.0,0,2024-03-11,2024-03-11
2839,Billy Carey,Business,Low,Active,2,2,0,14610.17,7305.09,3000.0,0,2024-03-06,2025-09-05
2840,Norma Banks,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2841,Audrey Goodman,Retail,Medium,Active,1,1,0,58574.69,58574.69,1000.0,0,2023-06-24,2023-06-24
2842,Spencer Shaw,Retail,Medium,Inactive,3,3,0,244098.03,81366.01,10000.0,0,2025-04-09,2025-11-26
2843,Manuel Wu,Retail,Medium,Inactive,1,1,0,22589.74,22589.74,0.0,0,2024-05-04,2024-05-04
2844,Lauren Haley,Retail,Medium,Active,2,1,1,36846.08,18423.04,0.0,1,2024-12-20,2025-01-01
2845,David Anderson,Retail,High,Active,2,2,0,274108.39,137054.2,15000.0,0,2025-03-09,2025-06-25
2846,Paul Luna,Student,Low,Inactive,2,2,0,107305.53,53652.77,5000.0,0,2024-08-11,2025-01-24
2847,Susan Warner,Student,Low,Active,3,2,1,40973.17,13657.72,6500.0,0,2025-05-05,2025-11-25
2848,Kristina Hansen,Business,Low,Active,1,0,1,51534.16,51534.16,5000.0,0,2025-09-22,2025-09-22
2849,Miguel Jones,Student,Low,Active,2,2,0,232792.41,116396.21,52000.0,0,2025-11-19,2025-12-12
2850,Natasha Frederick,Retail,Low,Active,3,2,1,43452.15,14484.05,9000.0,1,2023-10-22,2025-10-04
2851,Heather Klein,Retail,Low,Active,3,3,0,249629.07,83209.69,50500.0,0,2024-08-12,2025-06-28
2852,Kelsey Reynolds,Retail,Low,Active,4,4,0,123791.56,30947.89,5000.0,0,2024-09-04,2025-10-11
2853,Natalie Martinez,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2854,Christine Burke,Retail,Low,Active,1,1,0,-3076.33,-3076.33,25000.0,1,2025-07-02,2025-07-02
2855,Phillip Livingston,Retail,Medium,Active,2,2,0,107538.16,53769.08,1000.0,0,2024-10-20,2025-03-23
2856,Johnny Williams,Retail,Low,Active,1,1,0,28304.43,28304.43,2000.0,0,2023-11-26,2023-11-26
2857,Dr. Tanya House,Student,Low,Active,1,1,0,-358.76,-358.76,0.0,1,2025-08-26,2025-08-26
2858,Jaime Byrd,Retail,Low,Active,2,2,0,37038.99,18519.5,6000.0,1,2025-10-03,2025-11-26
2859,Heather Collier,Retail,Low,Active,3,3,0,70174.81,23391.6,1000.0,0,2022-07-22,2024-10-24
2860,Teresa Jackson,Retail,Low,Inactive,1,1,0,10652.02,10652.02,0.0,0,2025-09-17,2025-09-17
2861,Andrea Rodriguez,Student,Low,Active,2,2,0,254023.97,127011.99,5000.0,0,2024-12-28,2025-08-10
2862,Donald Kim,Student,Low,Active,1,1,0,58428.57,58428.57,0.0,0,2025-03-31,2025-03-31
2863,Anne Petty,Retail,Medium,Active,2,2,0,42445.27,21222.64,3000.0,0,2025-01-30,2025-03-28
2864,Michael Campbell,Business,Low,Active,2,2,0,49606.83,24803.42,800.0,0,2025-07-26,2025-08-13
2865,Jessica Scott,Student,High,Active,2,2,0,72173.06,36086.53,11000.0,0,2024-01-31,2024-08-10
2866,Daniel Clark,Retail,Low,Active,4,4,0,111968.95,27992.24,500.0,0,2024-01-27,2025-09-12
2867,Todd Manning,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2868,Teresa Nelson,Business,Low,Active,1,1,0,64080.48,64080.48,0.0,0,2024-01-12,2024-01-12
2869,Gerald Green,Retail,Medium,Active,1,1,0,21263.32,21263.32,1000.0,0,2025-09-25,2025-09-25
2870,Kylie Lopez,Retail,Medium,Active,2,2,0,51673.1,25836.55,5300.0,0,2024-02-15,2025-04-22
2871,Monica Hunt,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2872,Tammy Jenkins,Business,High,Active,2,2,0,234881.9,117440.95,26000.0,0,2022-12-18,2023-06-08
2873,Christopher Johnson,Student,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2874,Rachel Bauer,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2875,Christopher White,Retail,Low,Active,1,1,0,33406.89,33406.89,500.0,0,2023-08-10,2023-08-10
2876,Jennifer Duke,Retail,Medium,Active,2,2,0,4350.36,2175.18,5000.0,1,2025-02-06,2025-08-19
2877,Mark Bridges,Retail,Low,Active,5,4,1,121230.28,24246.06,57000.0,0,2024-06-27,2025-10-25
2878,Michael Martin,Business,Medium,Active,1,1,0,42195.24,42195.24,5000.0,0,2024-10-20,2024-10-20
2879,Mrs. Emily Jackson,Retail,High,Active,3,3,0,133001.24,44333.75,5000.0,0,2025-06-03,2025-12-02
2880,Tara Hancock,Retail,Low,Closed,0,0,0,0.0,0.0,0.0,0,,
2881,Thomas Dennis,Student,Low,Active,2,2,0,39719.9,19859.95,0.0,0,2025-10-22,2025-12-05
2882,Cheryl Wang,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2883,Tiffany Jensen,Student,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2884,Justin Delacruz,Retail,Low,Active,3,3,0,128443.46,42814.49,0.0,0,2023-08-21,2025-10-27
2885,Kelly Scott,Student,High,Active,2,2,0,189970.72,94985.36,25500.0,0,2025-06-23,2025-10-09
2886,Gloria Newton,Business,Low,Active,1,1,0,497.22,497.22,1000.0,0,2024-10-27,2024-10-27
2887,Edward Clark,Retail,Low,Active,5,5,0,83261.1,16652.22,8000.0,0,2025-07-10,2025-12-21
2888,Mrs. Amber Medina,Business,Medium,Active,2,1,1,280566.13,140283.07,27000.0,0,2023-12-05,2024-09-28
2889,Devin Morrison,Retail,Low,Active,3,3,0,110771.77,36923.92,2000.0,0,2024-12-15,2025-11-13
2890,Stefanie Fritz,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2891,Nathan Rogers,Business,Medium,Active,1,1,0,31713.63,31713.63,5000.0,0,2025-12-25,2025-12-25
2892,Timothy Phillips,Retail,Medium,Active,1,1,0,23273.19,23273.19,0.0,0,2024-09-05,2024-09-05
2893,Mrs. Tina Thomas DDS,Student,Low,Blocked,0,0,0,0.0,0.0,0.0,0,,
2894,Daniel Reyes,Retail,Low,Active,1,1,0,59676.13,59676.13,1000.0,0,2025-10-30,2025-10-30
2895,Cristina Campbell,Retail,Medium,Closed,3,2,1,414683.24,138227.75,30000.0,0,2023-10-09,2025-09-08
2896,John Medina,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2897,Vincent Barnett,Retail,Medium,Inactive,0,0,0,0.0,0.0,0.0,0,,
2898,Tracy Thomas,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2899,David Hale,Retail,Low,Active,1,1,0,22476.2,22476.2,0.0,0,2024-07-15,2024-07-15
2900,Dennis Mercer,Retail,Low,Active,1,1,0,21933.24,21933.24,5000.0,0,2025-09-17,2025-09-17
2901,Connie Allen MD,Premium,High,Active,3,2,1,83494.5,27831.5,10000.0,0,2024-03-09,2025-01-19
2902,Kimberly Jacobs MD,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2903,Mark Andersen,Student,High,Active,0,0,0,0.0,0.0,0.0,0,,
2904,Karen Baker,Retail,Very High,Active,1,1,0,78162.78,78162.78,0.0,0,2023-06-11,2023-06-11
2905,Kimberly Goodman,Student,Low,Inactive,2,2,0,77794.76,38897.38,2000.0,0,2025-04-14,2025-12-18
2906,Daniel Howard,Retail,High,Active,2,2,0,1157.76,578.88,5500.0,1,2025-03-31,2025-06-06
2907,Danielle Duncan,Retail,High,Active,1,1,0,106992.04,106992.04,25000.0,0,2025-08-18,2025-08-18
2908,Samuel Green,Business,Low,Active,2,2,0,57916.61,28958.31,5000.0,0,2025-11-13,2025-12-23
2909,Cody Carr,Retail,High,Active,0,0,0,0.0,0.0,0.0,0,,
2910,Jessica Torres,Retail,High,Active,2,2,0,100172.8,50086.4,0.0,0,2024-08-20,2024-09-19
2911,Michael Miller,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2912,Nathaniel Nelson,Retail,Low,Active,3,3,0,50679.85,16893.28,7000.0,0,2024-05-15,2025-07-25
2913,Kathleen Reed,Premium,High,Active,0,0,0,0.0,0.0,0.0,0,,
2914,Jeffrey Maddox,Student,Low,Active,1,1,0,41211.77,41211.77,0.0,0,2025-05-07,2025-05-07
2915,Anthony Adams,Retail,Medium,Active,2,2,0,14696.18,7348.09,6000.0,0,2025-03-24,2025-10-19
2916,Monica Tran,Student,Low,Active,3,3,0,114882.78,38294.26,500.0,0,2025-05-14,2025-08-20
2917,Cindy Gallagher,Retail,Low,Active,1,1,0,51114.51,51114.51,0.0,0,2025-01-30,2025-01-30
2918,Richard Willis,Retail,Medium,Active,1,1,0,3466.66,3466.66,500.0,0,2025-08-12,2025-08-12
2919,Jennifer Guzman,Retail,Low,Active,3,2,1,61439.5,20479.83,25000.0,0,2024-01-29,2025-03-06
2920,Christopher Hill,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2921,Michael Jackson,Business,Low,Active,3,3,0,127237.46,42412.49,500.0,0,2023-10-15,2024-11-29
2922,Tabitha Decker,Student,Medium,Closed,0,0,0,0.0,0.0,0.0,0,,
2923,Theodore Burns,Premium,Low,Closed,0,0,0,0.0,0.0,0.0,0,,
2924,Ethan Maddox,Retail,Low,Active,1,1,0,51449.03,51449.03,0.0,0,2024-05-26,2024-05-26
2925,Jessica Reeves,Business,Medium,Inactive,3,3,0,91821.74,30607.25,500.0,0,2025-02-28,2025-08-12
2926,Cassidy Simpson,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
2927,Christopher Foster,Student,Low,Active,2,2,0,87035.92,43517.96,5500.0,0,2025-07-18,2025-12-11
2928,Ashley Blevins,Student,High,Closed,1,1,0,6675.27,6675.27,500.0,0,2024-10-25,2024-10-25
2929,Anthony Moore,Retail,Low,Active,1,1,0,190819.34,190819.34,25000.0,0,2025-11-12,2025-11-12
2930,Tiffany Cummings,Retail,Low,Active,1,1,0,11597.78,11597.78,1000.0,0,2025-07-29,2025-07-29
2931,Dr. David Romero,Premium,Low,Active,1,1,0,6770.98,6770.98,300.0,0,2025-02-01,2025-02-01
2932,Mr. Robert Salinas,Retail,Low,Active,2,1,1,92371.03,46185.52,7000.0,0,2023-06-11,2025-02-22
2933,Alexandra Williams,Premium,Low,Active,2,2,0,101635.33,50817.67,10000.0,0,2023-02-20,2023-08-12
2934,Scott Schultz,Retail,Low,Active,1,1,0,13326.87,13326.87,500.0,0,2025-12-17,2025-12-17
2935,Mia Holden,Retail,Medium,Active,1,1,0,-1369.52,-1369.52,50000.0,1,2025-07-16,2025-07-16
2936,Kevin Long,Student,Low,Active,3,3,0,49986.66,16662.22,1800.0,1,2024-09-29,2024-12-12
2937,Kelly Graves,Student,Low,Active,2,2,0,84410.16,42205.08,0.0,0,2024-12-13,2025-03-01
2938,Brandon Harris,Premium,Low,Blocked,4,4,0,240508.47,60127.12,36000.0,0,2025-07-31,2025-09-06
2939,Elizabeth Mendez,Student,Low,Active,2,2,0,111087.22,55543.61,2000.0,0,2024-06-15,2025-07-03
2940,Mr. Jon Wood MD,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
2941,Amber Riley,Retail,Very High,Active,5,5,0,349685.19,69937.04,11000.0,0,2023-08-04,2025-01-14
2942,William Snyder,Retail,Low,Active,1,1,0,6874.85,6874.85,500.0,0,2025-10-06,2025-10-06
2943,Paula Lynch,Retail,High,Active,2,2,0,56838.05,28419.03,500.0,0,2025-01-22,2025-06-20
2944,Valerie Harvey,Retail,Medium,Active,1,1,0,50067.26,50067.26,500.0,0,2025-07-23,2025-07-23
2945,Michael Wilson,Retail,High,Active,4,4,0,45133.13,11283.28,300.0,0,2025-12-06,2025-12-23
2946,Sarah Arnold,Retail,Low,Active,1,1,0,53219.02,53219.02,500.0,0,2025-11-18,2025-11-18
2947,Jennifer Santos,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
