loan_id,customer_id,customer_name,customer_segment,customer_risk_rating,is_pep,account_id,branch_id,branch_name,region,loan_type,application_date,approval_date,loan_amount,interest_rate,term_months,monthly_installment,loan_status,risk_grade,payment_rows_count,has_payment_schedule,total_expected_amount,total_paid_amount,outstanding_scheduled_amount,collection_rate_pct,late_payment_count,partially_paid_payment_count,missed_payment_count,pending_payment_count,max_days_past_due,average_days_past_due,invalid_dpd_count
17,1172,Amber Wong,Student,High,0,4244,11,Poprad Branch 11,Prešovský,Consumer Loan,2022-04-05,2022-04-25,37819.41,12.409,36,1180.9,Active,B,9,True,10628.1,10363.14,264.96,97.51,0,1,0,0,45.0,45.0,0
1235,1294,Alexandria Avery,Premium,Low,0,4711,11,Poprad Branch 11,Prešovský,Mortgage,2023-07-26,2023-08-19,219790.97,3.109,360,629.51,Defaulted,C,30,True,18885.3,16308.88,2576.42,86.36,4,2,3,0,125.0,50.78,0
1230,3777,Peggy Green,Student,High,0,3791,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-11-04,2025-11-16,6854.27,9.87,24,313.78,Active,A,6,True,1882.68,1882.68,0.0,100.0,0,0,0,0,,,0
1121,2320,Julie Walker,Retail,Low,0,1066,11,Poprad Branch 11,Prešovský,Auto Loan,2024-10-21,2024-11-07,23040.07,3.573,60,397.72,Approved,B,8,True,3181.76,2784.04,397.72,87.5,1,0,0,1,42.0,42.0,0
515,4423,Elizabeth Allen,Student,Low,0,6749,11,Poprad Branch 11,Prešovský,Consumer Loan,2023-03-27,2023-04-12,9630.79,9.649,84,125.72,Active,C,12,True,1508.64,1382.92,125.72,91.67,0,0,1,0,131.0,131.0,0
860,1039,Tyler Martinez,Retail,Medium,0,3446,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-12-01,2024-12-31,14975.67,4.423,24,651.59,Active,C,13,True,8470.67,7167.49,1303.18,84.62,2,0,2,0,100.0,44.0,0
127,4849,Jesse Lopez,Student,High,0,4675,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-12-18,2024-12-30,7382.62,5.918,48,162.91,Closed,D,10,True,1629.1,1421.23,207.87,87.24,2,1,0,1,70.0,41.5,1
267,3225,Logan Webb,Student,Medium,0,1470,11,Poprad Branch 11,Prešovský,Credit Line,2025-11-29,2025-12-18,22149.34,15.325,24,1064.32,Active,B,5,True,5321.6,4554.73,766.87,85.59,0,1,0,0,5.0,5.0,0
402,3666,Mary Webster,Retail,Very High,0,632,11,Poprad Branch 11,Prešovský,Consumer Loan,2022-06-16,2022-06-22,6681.41,10.958,12,617.8,Active,C,7,True,4324.6,4324.6,0.0,100.0,2,0,0,0,62.0,60.0,0
805,2812,Brent Daniels,Student,Medium,0,6275,11,Poprad Branch 11,Prešovský,Consumer Loan,2023-03-24,2023-04-18,39734.8,13.895,84,538.76,Active,A,11,True,5926.36,4848.84,1077.52,81.82,2,0,1,1,67.0,45.0,0
1217,3708,David Wells,Retail,Low,0,4513,11,Poprad Branch 11,Prešovský,Mortgage,2023-01-01,2023-01-04,254844.09,5.77,180,1497.49,Active,A,13,True,19467.37,17708.94,1758.43,90.97,0,2,0,0,43.0,26.0,0
1354,2876,Jennifer Duke,Retail,Medium,0,2164,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-01-07,2025-01-22,19953.61,4.16,84,247.42,Active,A,12,True,2969.04,2721.62,247.42,91.67,1,0,1,0,161.0,91.0,0
700,1202,Roger Curry,Retail,Low,0,5095,11,Poprad Branch 11,Prešovský,Credit Line,2022-07-05,2022-07-10,15476.2,14.855,36,493.76,Active,A,36,True,17775.36,16609.34,1166.02,93.44,3,1,1,1,80.0,57.75,1
1204,2954,Cynthia Pruitt,Premium,Low,0,7285,11,Poprad Branch 11,Prešovský,Mortgage,2022-12-03,2022-12-29,135544.31,4.487,360,393.41,Active,A,15,True,5901.15,5114.33,786.82,86.67,2,0,0,2,79.0,66.5,0
1429,1882,Christina Mckay,Business,High,0,7158,11,Poprad Branch 11,Prešovský,Credit Line,2023-10-11,2023-10-28,24448.32,7.884,36,732.66,Active,C,12,True,8791.92,7326.6,1465.32,83.33,1,0,0,2,6.0,6.0,0
344,3615,Priscilla Nelson,Retail,Low,0,4185,11,Poprad Branch 11,Prešovský,Consumer Loan,2022-12-10,2023-01-02,20205.84,8.197,12,1821.84,Active,A,9,True,16396.56,16073.6,322.96,98.03,0,1,0,0,27.0,27.0,0
65,1782,Jack Williams,Student,Medium,0,692,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-09-14,2024-10-02,35258.19,8.533,72,531.48,Closed,B,18,True,9566.64,8174.87,1391.77,85.45,4,1,1,1,158.0,62.67,0
736,1902,Misty Smith,Retail,Low,0,6160,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-12-17,2025-01-04,35303.58,11.142,72,544.96,Active,C,16,True,8719.36,8174.4,544.96,93.75,4,0,1,0,138.0,73.4,0
586,332,Daniel Stephens,Retail,Low,0,1885,11,Poprad Branch 11,Prešovský,Auto Loan,2022-08-27,2022-09-09,16018.82,8.71,48,362.79,Closed,B,39,True,14148.81,12479.36,1669.45,88.2,3,6,1,0,62.0,35.22,1
1432,4198,Micheal Martin,Business,Low,0,3769,11,Poprad Branch 11,Prešovský,Credit Line,2025-12-08,2025-12-29,6982.6,14.313,36,221.72,Closed,A,5,True,1108.6,1108.6,0.0,100.0,1,0,0,0,59.0,59.0,0
434,1110,Jesse Martinez,Student,Medium,0,1927,11,Poprad Branch 11,Prešovský,Credit Line,2022-06-18,2022-07-05,16226.68,16.658,24,788.74,Active,B,16,True,12619.84,12221.74,398.1,96.85,0,1,0,0,22.0,22.0,0
701,3264,Cindy Zhang,Student,Low,0,1846,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-04-19,2024-05-02,19614.79,9.464,84,255.61,Active,A,23,True,5879.03,5426.89,452.14,92.31,4,1,0,1,87.0,43.4,0
930,1119,Andrea Taylor,Retail,Low,0,1423,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-06-18,2024-06-24,25144.52,13.075,60,473.87,Active,D,11,True,5212.57,4593.32,619.25,88.12,0,1,1,0,63.0,50.0,0
1176,4919,Tyler Gilbert,Retail,Medium,0,3399,11,Poprad Branch 11,Prešovský,Consumer Loan,2023-01-23,2023-01-27,22447.46,13.949,60,426.31,Active,A,13,True,5542.03,4911.42,630.61,88.62,2,1,1,0,85.0,55.75,0
50,4198,Micheal Martin,Business,Low,0,3769,11,Poprad Branch 11,Prešovský,Consumer Loan,2022-12-12,2023-01-01,39465.88,4.157,72,570.92,Active,C,37,True,21124.04,18734.95,2389.09,88.69,4,3,2,1,114.0,60.13,1
1022,1579,Lori Mckay,Retail,High,0,6933,11,Poprad Branch 11,Prešovský,Consumer Loan,2023-06-28,2023-07-21,10400.38,13.821,72,164.41,Active,C,18,True,2959.38,2284.06,675.32,77.18,0,1,4,0,162.0,104.8,0
318,94,Kara Atkinson,Premium,Medium,0,6992,11,Poprad Branch 11,Prešovský,Credit Line,2024-03-24,2024-04-03,9635.19,12.863,24,453.11,Active,D,14,True,6343.54,4531.1,1812.44,71.43,1,0,4,0,170.0,87.2,0
437,3019,Melissa Matthews,Premium,Low,0,4654,11,Poprad Branch 11,Prešovský,Auto Loan,2025-04-23,2025-05-11,44014.64,8.673,60,797.2,Active,B,9,True,7174.8,7174.8,0.0,100.0,1,0,0,0,48.0,48.0,0
814,3509,Dr. Alexa Clark,Premium,Medium,0,6492,11,Poprad Branch 11,Prešovský,Consumer Loan,2022-03-22,2022-04-01,10859.35,11.079,60,201.04,Active,E,30,True,6031.2,5427.07,604.13,89.98,2,3,1,1,133.0,44.83,0
291,1579,Lori Mckay,Retail,High,0,6933,11,Poprad Branch 11,Prešovský,Mortgage,2025-07-06,2025-08-01,64818.97,5.097,300,227.08,Closed,B,6,True,1362.48,1135.4,227.08,83.33,0,0,1,0,77.0,77.0,0
394,1106,Peter Jimenez,Business,Low,0,5648,11,Poprad Branch 11,Prešovský,Consumer Loan,2023-01-31,2023-02-13,14481.54,12.048,60,270.44,Delinquent,C,32,True,8654.08,7985.3,668.78,92.27,5,1,0,2,72.0,40.5,0
556,2780,Brian Phillips,Retail,Medium,0,4420,11,Poprad Branch 11,Prešovský,Mortgage,2022-10-06,2022-10-07,68601.49,3.248,360,196.75,Active,A,23,True,4525.25,4353.1,172.15,96.2,3,2,0,0,50.0,24.2,0
987,94,Kara Atkinson,Premium,Medium,0,6992,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-06-16,2025-07-14,21853.86,5.669,36,641.47,Active,A,8,True,5131.76,4490.29,641.47,87.5,0,0,1,0,61.0,61.0,0
769,4572,Dustin Myers,Business,Medium,0,5466,11,Poprad Branch 11,Prešovský,Credit Line,2025-09-24,2025-10-05,13398.15,12.158,36,417.42,Closed,C,7,True,2921.94,2921.94,0.0,100.0,0,0,0,0,,,0
1082,2254,Jorge Cook,Retail,Low,0,2365,11,Poprad Branch 11,Prešovský,Credit Line,2025-08-09,2025-08-22,1619.02,13.647,12,153.33,Active,B,8,True,1226.64,1226.64,0.0,100.0,2,0,0,0,69.0,62.0,0
1327,1874,Gina Miller,Retail,Low,0,1228,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-08-22,2025-09-04,31740.81,8.667,60,574.86,Active,C,6,True,3449.16,2802.82,646.34,81.26,1,2,0,0,37.0,20.0,0
147,1294,Alexandria Avery,Premium,Low,0,4711,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-03-31,2025-04-07,28842.13,8.21,36,866.95,Active,A,7,True,6068.65,5641.09,427.56,92.95,1,1,0,0,7.0,6.0,0
290,4753,Albert Thomas,Business,High,0,5201,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-04-25,2024-05-22,3023.87,8.762,84,39.15,Closed,C,24,True,939.6,867.1,72.5,92.28,2,0,1,1,105.0,72.0,0
918,149,Stephanie Smith,Retail,Medium,0,3724,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-10-29,2025-10-31,12862.95,10.193,36,393.72,Active,B,7,True,2756.04,2571.71,184.33,93.31,0,1,0,0,28.0,28.0,0
278,2361,David Hopkins,Student,Low,0,2310,11,Poprad Branch 11,Prešovský,Mortgage,2023-10-28,2023-11-25,276748.02,4.464,300,963.67,Closed,A,19,True,18309.73,14375.65,3934.08,78.51,3,3,2,1,149.0,64.0,1
60,191,Rachel Lane,Retail,Low,0,2234,11,Poprad Branch 11,Prešovský,Auto Loan,2022-10-01,2022-10-30,28338.17,3.781,36,816.93,Active,B,13,True,10620.09,8986.23,1633.86,84.62,1,0,1,1,146.0,117.5,0
704,3712,Amy Conner,Retail,Medium,0,6115,11,Poprad Branch 11,Prešovský,Consumer Loan,2024-12-29,2025-01-04,8517.16,10.385,12,783.47,Closed,B,7,True,5484.29,3133.88,2350.41,57.14,0,0,1,2,79.0,79.0,0
1206,1536,Jose Cox,Student,Low,0,2998,11,Poprad Branch 11,Prešovský,Consumer Loan,2023-09-10,2023-09-22,31894.36,9.289,36,968.25,Active,C,25,True,24206.25,22773.13,1433.12,94.08,2,1,0,1,76.0,43.33,0
460,3080,Adam Flynn,Retail,Low,0,798,11,Poprad Branch 11,Prešovský,Auto Loan,2024-10-05,2024-10-19,16151.06,8.799,60,292.87,Active,B,17,True,4978.79,4524.91,453.88,90.88,0,1,1,0,117.0,62.0,0
463,2422,Bridget Richard,Premium,Low,0,24,11,Poprad Branch 11,Prešovský,Consumer Loan,2022-12-12,2023-01-10,25446.69,4.359,84,316.14,Active,C,40,True,12645.6,11278.02,1367.58,89.19,4,2,3,0,180.0,83.67,0
167,1356,Stacey Tapia,Retail,Medium,0,1317,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-02-19,2025-03-04,30704.2,4.093,60,532.68,Delinquent,C,7,True,3728.76,3196.08,532.68,85.71,2,0,1,0,80.0,55.0,0
178,191,Rachel Lane,Retail,Low,0,2234,11,Poprad Branch 11,Prešovský,Consumer Loan,2025-05-21,2025-06-13,24060.26,12.029,60,449.24,Active,D,11,True,4941.64,4941.64,0.0,100.0,1,0,0,0,86.0,86.0,0
1294,3793,Cynthia Brown,Retail,Medium,0,2442,11,Poprad Branch 11,Prešovský,Mortgage,2022-03-24,2022-04-15,271672.56,6.404,240,1204.46,Active,C,27,True,32520.42,32520.42,0.0,100.0,5,0,0,0,88.0,63.2,0
824,3265,David Cannon,Retail,Medium,0,3720,11,Poprad Branch 11,Prešovský,Auto Loan,2022-04-04,2022-05-01,42775.39,3.601,36,1230.99,Active,B,28,True,34467.72,29121.69,5346.03,84.49,4,2,2,1,109.0,54.63,0
1055,1095,Joshua Brown,Retail,Low,0,2738,11,Poprad Branch 11,Prešovský,Credit Line,2024-01-30,2024-02-27,12147.09,9.725,48,277.67,Active,A,17,True,4720.39,3887.38,833.01,82.35,1,0,2,1,81.0,69.67,0
682,2068,Michael Little,Business,Low,0,4810,11,Poprad Branch 11,Prešovský,Auto Loan,2024-03-06,2024-03-11,49462.11,7.723,48,1110.04,Active,C,6,True,6660.24,6660.24,0.0,100.0,0,0,0,0,,,0
1117,1195,Patricia Hudson,Retail,Medium,0,2592,11,Poprad Branch 11,Prešovský,Mortgage,2023-10-07,2023-10-17,184022.55,5.337,120,1615.37,Active,A,13,True,20999.81,16153.7,4846.11,76.92,1,0,2,1,140.0,65.0,0
1495,2452,Thomas Moody,Student,Low,0,3392,12,Žilina Branch 12,Žilinský,Mortgage,2023-09-11,2023-09-23,292062.34,2.906,180,1669.72,Active,D,27,True,45082.44,43535.45,1546.99,96.57,3,0,1,0,147.0,58.75,0
185,2475,April Warner,Retail,Low,0,7109,12,Žilina Branch 12,Žilinský,Consumer Loan,2025-05-12,2025-06-07,39879.43,5.515,60,701.31,Active,B,9,True,6311.79,5879.08,432.71,93.14,2,0,0,1,87.0,79.0,0
190,4636,Michael Parsons,Premium,High,0,2311,12,Žilina Branch 12,Žilinský,Mortgage,2022-08-22,2022-09-02,172328.02,5.45,240,757.17,Delinquent,B,29,True,21957.93,17993.0,3964.93,81.94,0,4,2,2,134.0,61.33,0
909,2735,Keith Bell,Retail,Medium,0,4720,12,Žilina Branch 12,Žilinský,Credit Line,2023-07-16,2023-07-25,5155.31,11.166,24,238.79,Active,A,15,True,3581.85,3104.27,477.58,86.67,2,0,2,0,156.0,100.5,0
555,4140,Brian Jackson,Retail,Medium,0,4842,12,Žilina Branch 12,Žilinský,Auto Loan,2024-11-21,2024-12-08,27830.18,3.551,48,600.38,Active,A,16,True,9606.08,8806.4,799.68,91.68,0,1,1,0,120.0,66.5,0
1197,3316,Lisa Contreras,Retail,Low,0,5026,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-04-04,2024-04-22,11600.29,5.356,72,169.74,Closed,B,18,True,3055.32,2917.1,138.22,95.48,2,1,0,0,18.0,12.67,0
547,3459,Melissa Humphrey,Student,Low,0,7227,12,Žilina Branch 12,Žilinský,Consumer Loan,2023-07-03,2023-07-14,20706.27,12.021,84,276.14,Active,B,32,True,8836.48,7725.76,1110.72,87.43,3,2,0,3,84.0,34.0,0
653,3355,Brady Schmidt,Business,Medium,0,7380,12,Žilina Branch 12,Žilinský,Credit Line,2023-12-09,2023-12-28,12060.18,12.851,12,1134.17,Active,A,7,True,7939.19,6805.02,1134.17,85.71,0,0,0,1,,,0
793,3471,Kimberly Clark,Retail,Medium,0,445,12,Žilina Branch 12,Žilinský,Credit Line,2024-11-19,2024-12-12,9470.39,14.158,48,225.23,Active,D,7,True,1576.61,1351.38,225.23,85.71,0,0,0,1,,,0
968,2036,Peter Vega,Premium,Very High,0,6375,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-09-29,2022-10-16,6297.96,6.467,72,93.13,Active,B,8,True,745.04,704.64,40.4,94.58,1,1,0,0,26.0,23.0,0
546,2066,Angela Garcia,Retail,Very High,0,5973,12,Žilina Branch 12,Žilinský,Consumer Loan,2025-01-02,2025-01-28,11448.91,13.809,84,155.12,Active,A,16,True,2481.92,2089.94,391.98,84.21,1,2,1,1,114.0,50.33,1
1493,3316,Lisa Contreras,Retail,Low,0,5026,12,Žilina Branch 12,Žilinský,Auto Loan,2025-04-16,2025-05-12,58720.25,5.844,84,739.9,Active,C,11,True,8138.9,6659.1,1479.8,81.82,1,0,1,1,91.0,67.0,0
350,2488,Jessica Bennett,Retail,Low,0,6098,12,Žilina Branch 12,Žilinský,Credit Line,2024-02-07,2024-02-09,20336.31,13.474,36,641.01,Active,B,20,True,12820.2,10953.38,1866.82,85.44,1,2,0,2,28.0,23.67,0
275,3894,Robert Crawford,Retail,Low,0,5639,12,Žilina Branch 12,Žilinský,Credit Line,2023-02-03,2023-02-16,3762.78,10.485,48,86.61,Active,A,12,True,1039.32,952.71,86.61,91.67,3,0,1,0,65.0,41.5,0
966,4176,Raymond Raymond,Retail,Low,0,2421,12,Žilina Branch 12,Žilinský,Auto Loan,2022-07-04,2022-07-21,9342.08,5.964,84,117.85,Active,A,14,True,1649.9,1362.97,286.93,82.61,0,1,2,0,51.0,35.0,0
1256,3471,Kimberly Clark,Retail,Medium,0,445,12,Žilina Branch 12,Žilinský,Consumer Loan,2025-10-03,2025-10-25,27384.68,7.178,48,611.47,Closed,A,7,True,4280.29,3668.82,611.47,85.71,0,0,1,0,112.0,112.0,0
1058,3822,Mary Kim,Retail,Low,0,952,12,Žilina Branch 12,Žilinský,Consumer Loan,2025-08-20,2025-09-14,37550.03,10.39,12,3454.29,Defaulted,E,8,True,27634.32,19729.19,7905.13,71.39,0,1,1,1,122.0,67.5,0
529,4680,Andrea Walker,Business,High,0,5662,12,Žilina Branch 12,Žilinský,Mortgage,2024-04-27,2024-05-18,245679.27,5.376,360,719.13,Active,C,11,True,7910.43,7191.3,719.13,90.91,2,0,0,1,69.0,69.0,1
273,3604,Jordan Newman,Retail,Very High,0,2418,12,Žilina Branch 12,Žilinský,Mortgage,2024-10-13,2024-10-20,294371.39,3.937,360,849.89,Active,B,13,True,11048.57,10059.42,989.15,91.05,2,2,0,0,71.0,35.0,0
525,2982,James Parker,Retail,Low,0,375,12,Žilina Branch 12,Žilinský,Mortgage,2023-04-10,2023-05-06,286641.29,3.746,180,1652.1,Active,A,35,True,57823.5,52441.58,5381.92,90.69,3,1,2,1,161.0,59.0,1
58,4636,Michael Parsons,Premium,High,0,2311,12,Žilina Branch 12,Žilinský,Auto Loan,2025-09-20,2025-10-19,31395.15,3.546,48,677.26,Active,B,7,True,4740.82,4063.56,677.26,85.71,0,0,0,1,,,0
642,3734,Julie Anthony,Retail,Medium,0,2034,12,Žilina Branch 12,Žilinský,Mortgage,2025-10-12,2025-11-11,315861.03,4.532,240,1375.73,Active,D,6,True,8254.38,6878.65,1375.73,83.33,0,0,0,1,,,0
242,1989,Jeremy Gordon,Retail,Medium,0,6784,12,Žilina Branch 12,Žilinský,Auto Loan,2022-03-06,2022-03-14,54390.62,9.453,72,826.84,Active,A,19,True,15709.96,14722.08,987.88,93.71,0,1,1,0,175.0,101.5,0
1214,3380,Stephen Santos,Student,Low,0,3463,12,Žilina Branch 12,Žilinský,Mortgage,2025-01-29,2025-02-11,263644.42,4.754,360,767.16,Active,C,14,True,10740.24,10196.38,543.86,94.94,0,1,0,0,41.0,41.0,0
803,1588,Anthony Rasmussen,Retail,Medium,0,1171,12,Žilina Branch 12,Žilinský,Credit Line,2022-06-30,2022-07-15,1450.17,11.294,24,67.25,Active,B,24,True,1614.0,1414.0,200.0,87.61,3,2,2,0,83.0,41.71,0
1227,110,Hannah Davis,Retail,Low,0,674,12,Žilina Branch 12,Žilinský,Consumer Loan,2025-09-17,2025-10-03,10805.65,10.006,12,990.57,Defaulted,B,6,True,5943.42,4952.85,990.57,83.33,1,0,0,1,67.0,67.0,0
401,1525,Jonathan Wilson,Retail,Medium,0,6631,12,Žilina Branch 12,Žilinský,Consumer Loan,2023-02-27,2023-03-27,35563.17,12.106,72,553.73,Closed,B,9,True,4983.57,3876.11,1107.46,77.78,1,0,2,0,117.0,85.0,0
699,4697,Joshua Beltran,Retail,Medium,0,1672,12,Žilina Branch 12,Žilinský,Mortgage,2022-09-09,2022-10-08,96354.99,2.957,360,275.57,Active,A,39,True,10747.23,9143.14,1604.09,85.07,3,4,2,2,135.0,46.11,0
749,1632,Tiffany Smith,Student,Low,0,1895,12,Žilina Branch 12,Žilinský,Mortgage,2023-05-30,2023-06-23,250108.21,5.051,240,1094.75,Active,D,25,True,27368.75,22473.13,4895.62,82.11,4,5,1,1,76.0,36.6,0
1020,2282,Jaime Watkins,Premium,Low,0,4152,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-08-07,2024-08-13,26972.24,8.581,60,488.11,Active,D,8,True,3904.88,3904.88,0.0,100.0,3,0,0,0,89.0,60.67,0
386,3734,Julie Anthony,Retail,Medium,0,2034,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-06-07,2022-06-27,9574.51,12.798,84,128.57,Active,B,12,True,1542.84,1382.66,160.18,89.62,1,1,1,0,59.0,33.5,1
80,4088,James Johnson,Premium,Low,0,649,12,Žilina Branch 12,Žilinský,Auto Loan,2024-11-01,2024-11-25,10674.63,5.311,72,156.13,Active,A,11,True,1717.43,1121.65,595.78,65.31,0,1,1,2,99.0,59.5,0
672,3757,Jacqueline Hall,Retail,High,0,7145,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-07-24,2024-08-10,16226.58,8.842,48,367.94,Delinquent,A,21,True,7726.74,7421.67,305.07,96.05,1,2,0,0,89.0,51.0,0
1155,2475,April Warner,Retail,Low,0,7109,12,Žilina Branch 12,Žilinský,Mortgage,2023-07-20,2023-08-03,157688.88,5.515,300,554.62,Active,A,33,True,18302.46,17193.22,1109.24,93.94,2,0,1,1,62.0,51.0,0
725,3845,Jacob Jackson,Retail,Medium,0,1054,12,Žilina Branch 12,Žilinský,Auto Loan,2024-01-11,2024-01-12,43706.62,5.431,72,640.0,Active,D,10,True,6400.0,5937.26,462.74,92.77,4,1,0,0,57.0,28.6,0
341,3149,Kristen Brown,Retail,Medium,0,3209,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-07-06,2022-07-16,16468.48,8.967,72,249.24,Active,B,22,True,5483.28,4523.8,959.48,82.5,2,4,1,1,166.0,52.0,0
88,4581,Caroline Rowe,Retail,Low,0,2370,12,Žilina Branch 12,Žilinský,Consumer Loan,2023-06-29,2023-07-08,24263.46,10.334,48,557.73,Active,B,24,True,13385.52,12827.79,557.73,95.83,3,0,1,0,162.0,102.5,2
622,3845,Jacob Jackson,Retail,Medium,0,1054,12,Žilina Branch 12,Žilinský,Mortgage,2024-12-25,2025-01-01,68491.69,3.871,180,395.24,Active,B,14,True,5533.36,5533.36,0.0,100.0,1,0,0,0,53.0,53.0,0
834,1747,Joshua Wilson,Retail,Medium,0,4065,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-10-08,2022-10-13,18748.22,12.45,36,585.62,Active,D,22,True,12883.64,11287.38,1596.26,87.61,3,1,0,2,57.0,30.75,0
1159,3886,Brittany Patterson,Business,Low,0,5848,12,Žilina Branch 12,Žilinský,Credit Line,2023-02-21,2023-02-27,17088.12,14.023,24,811.85,Delinquent,C,17,True,13801.45,13227.64,573.81,95.84,1,2,0,0,62.0,42.0,0
41,1272,Fred Miles,Retail,Medium,0,100,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-04-19,2024-05-02,25888.11,6.591,60,459.91,Active,B,10,True,4599.1,4180.13,418.97,90.89,0,2,0,0,45.0,25.0,0
38,636,Dawn Pierce,Retail,Low,0,4779,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-12-18,2024-12-25,19586.03,7.713,12,1758.06,Active,A,6,True,10548.36,8790.3,1758.06,83.33,1,0,0,1,68.0,68.0,0
333,4992,Randall Marquez,Student,Low,0,1142,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-04-17,2022-05-07,8831.02,13.714,60,167.37,Active,B,48,True,8033.76,6854.72,1179.04,85.32,4,4,3,2,123.0,71.2,0
1377,4276,Justin Day,Premium,Low,0,2056,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-07-17,2024-08-12,36017.62,10.997,60,666.31,Closed,A,11,True,7329.41,4936.68,2392.73,67.35,0,1,2,1,60.0,40.0,0
418,2982,James Parker,Retail,Low,0,375,12,Žilina Branch 12,Žilinský,Auto Loan,2024-12-05,2024-12-18,17870.7,8.808,60,324.08,Delinquent,C,15,True,4861.2,4294.51,566.69,88.34,2,1,1,0,66.0,38.0,0
1070,1363,Joe Schwartz,Student,Low,0,2815,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-07-23,2022-08-20,14637.53,7.141,72,217.82,Active,A,8,True,1742.56,1742.56,0.0,100.0,0,0,0,0,,,0
608,4555,Alyssa Hayes,Retail,Low,0,1218,12,Žilina Branch 12,Žilinský,Credit Line,2024-12-14,2024-12-16,24885.69,8.015,24,1120.01,Active,A,9,True,10080.09,9729.46,350.63,96.52,2,1,0,0,34.0,24.0,0
606,581,Eric Sloan,Business,Medium,0,800,12,Žilina Branch 12,Žilinský,Credit Line,2025-04-12,2025-04-20,22069.69,13.966,12,2096.0,Active,C,12,True,25152.0,20960.0,4192.0,83.33,1,0,1,1,63.0,35.5,0
1170,407,Sarah Brown,Retail,Low,0,1894,12,Žilina Branch 12,Žilinský,Credit Line,2023-08-08,2023-08-10,8108.35,15.074,36,259.18,Active,C,28,True,7257.04,7064.25,192.79,97.34,1,1,0,0,88.0,57.0,0
604,2236,Todd Garcia,Retail,High,0,5154,12,Žilina Branch 12,Žilinský,Mortgage,2023-08-06,2023-08-18,330561.63,4.084,180,1911.45,Closed,D,10,True,19114.5,15291.6,3822.9,80.0,2,0,1,1,154.0,122.0,1
118,3955,Martin Pena,Retail,Low,0,2026,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-02-17,2022-02-20,22829.92,8.153,84,293.94,Closed,A,50,True,14697.0,13568.81,1128.19,92.32,6,1,1,2,113.0,44.75,0
126,4176,Raymond Raymond,Retail,Low,0,2421,12,Žilina Branch 12,Žilinský,Consumer Loan,2024-02-03,2024-02-23,11809.23,8.275,60,213.11,Delinquent,A,22,True,4688.42,4232.74,455.68,90.28,0,2,1,0,78.0,40.67,0
1001,2233,Melissa Riggs,Retail,Low,0,4722,12,Žilina Branch 12,Žilinský,Credit Line,2024-05-11,2024-06-07,20192.95,15.133,36,645.8,Active,C,23,True,14853.4,12523.39,2330.01,84.31,0,2,1,1,110.0,40.67,0
384,4612,John Smith,Retail,Low,0,2952,12,Žilina Branch 12,Žilinský,Auto Loan,2022-07-11,2022-07-20,38292.83,8.585,72,577.5,Closed,C,41,True,23677.5,21342.13,2335.37,90.14,3,5,1,1,78.0,37.33,0
130,2099,Alicia Nelson,Retail,Low,0,1874,12,Žilina Branch 12,Žilinský,Auto Loan,2024-11-26,2024-12-10,35570.36,8.851,84,460.94,Active,A,15,True,6914.1,6604.97,309.13,95.53,3,1,0,0,78.0,49.5,0
595,4266,Michael Pham,Student,Medium,0,1808,12,Žilina Branch 12,Žilinský,Auto Loan,2023-06-18,2023-06-29,55930.95,5.772,36,1643.31,Active,A,29,True,47655.99,47155.17,500.82,98.95,3,1,0,0,85.0,55.75,0
375,636,Dawn Pierce,Retail,Low,0,4779,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-10-26,2022-10-28,21289.87,8.221,24,960.0,Closed,C,17,True,16320.0,15094.85,1225.15,92.49,1,1,0,1,14.0,13.5,0
339,992,Jacqueline Perez,Student,Low,0,3072,12,Žilina Branch 12,Žilinský,Consumer Loan,2022-05-05,2022-05-20,14532.68,9.178,12,1322.21,Active,A,6,True,7933.26,7933.26,0.0,100.0,2,0,0,0,77.0,51.5,0
